datetime,open,high,low,close,volume
2025-07-15 03:55:00,0.90162,0.90181,0.90152,0.90172,0
2025-07-15 04:00:00,0.90172,0.9025,0.90125,0.90202,0
2025-07-15 04:05:00,0.90202,0.90216,0.90192,0.90205,0
2025-07-15 04:10:00,0.90205,0.90245,0.90179,0.90218,0
2025-07-15 04:15:00,0.90218,0.90277,0.90188,0.90247,0
2025-07-15 04:20:00,0.90247,0.90288,0.9014,0.90181,0
2025-07-15 04:25:00,0.90181,0.90218,0.9013,0.90167,0
2025-07-15 04:30:00,0.90167,0.90193,0.90119,0.90146,0
2025-07-15 04:35:00,0.90146,0.90242,0.90021,0.90117,0
2025-07-15 04:40:00,0.90117,0.90179,0.90043,0.90104,0
2025-07-15 04:45:00,0.90104,0.90222,0.90055,0.90172,0
2025-07-15 04:50:00,0.90172,0.90186,0.90119,0.90133,0
2025-07-15 04:55:00,0.90133,0.90203,0.90107,0.90176,0
2025-07-15 05:00:00,0.90176,0.90234,0.90043,0.90101,0
2025-07-15 05:05:00,0.90101,0.90145,0.90041,0.90086,0
2025-07-15 05:10:00,0.90086,0.90094,0.90085,0.90093,0
2025-07-15 05:15:00,0.90093,0.9013,0.90083,0.90119,0
2025-07-15 05:20:00,0.90119,0.90156,0.90115,0.90151,0
2025-07-15 05:25:00,0.90151,0.90195,0.90143,0.90187,0
2025-07-15 05:30:00,0.90187,0.90243,0.90115,0.90171,0
2025-07-15 05:35:00,0.90171,0.90186,0.90136,0.90151,0
2025-07-15 05:40:00,0.90151,0.90215,0.90125,0.90189,0
2025-07-15 05:45:00,0.90189,0.9023,0.9014,0.90181,0
2025-07-15 05:50:00,0.90181,0.90222,0.90082,0.90123,0
2025-07-15 05:55:00,0.90123,0.90149,0.90046,0.90072,0
2025-07-15 06:00:00,0.90072,0.90082,0.9002,0.90031,0
2025-07-15 06:05:00,0.90031,0.90141,0.89943,0.90053,0
2025-07-15 06:10:00,0.90053,0.90134,0.89979,0.90059,0
2025-07-15 06:15:00,0.90059,0.90126,0.90024,0.90091,0
2025-07-15 06:20:00,0.90091,0.90109,0.90053,0.90071,0
2025-07-15 06:25:00,0.90071,0.90082,0.90067,0.90078,0
2025-07-15 06:30:00,0.90078,0.90113,0.90072,0.90107,0
2025-07-15 06:35:00,0.90107,0.90175,0.90024,0.90093,0
2025-07-15 06:40:00,0.90093,0.90158,0.90048,0.90113,0
2025-07-15 06:45:00,0.90113,0.90114,0.90082,0.90083,0
2025-07-15 06:50:00,0.90083,0.90094,0.90056,0.90067,0
2025-07-15 06:55:00,0.90067,0.90093,0.90024,0.9005,0
2025-07-15 07:00:00,0.9005,0.90051,0.89995,0.89996,0
2025-07-15 07:05:00,0.89996,0.90074,0.8994,0.90018,0
2025-07-15 07:10:00,0.90018,0.90067,0.89947,0.89997,0
2025-07-15 07:15:00,0.89997,0.90021,0.89973,0.89997,0
2025-07-15 07:20:00,0.89997,0.9009,0.89926,0.90019,0
2025-07-15 07:25:00,0.90019,0.9004,0.90018,0.90039,0
2025-07-15 07:30:00,0.90039,0.90105,0.90003,0.90069,0
2025-07-15 07:35:00,0.90069,0.90071,0.90063,0.90065,0
2025-07-15 07:40:00,0.90065,0.90066,0.90045,0.90046,0
2025-07-15 07:45:00,0.90046,0.90066,0.90022,0.90042,0
2025-07-15 07:50:00,0.90042,0.90046,0.89962,0.89966,0
2025-07-15 07:55:00,0.89966,0.89977,0.8989,0.89901,0
2025-07-15 08:00:00,0.89901,0.89928,0.89814,0.89842,0
2025-07-15 08:05:00,0.89842,0.89846,0.89792,0.89797,0
2025-07-15 08:10:00,0.89797,0.89836,0.89775,0.89815,0
2025-07-15 08:15:00,0.89815,0.89895,0.89694,0.89774,0
2025-07-15 08:20:00,0.89774,0.89777,0.89754,0.89757,0
2025-07-15 08:25:00,0.89757,0.8987,0.89703,0.89815,0
2025-07-15 08:30:00,0.89815,0.89822,0.89793,0.89799,0
2025-07-15 08:35:00,0.89799,0.89842,0.8979,0.89833,0
2025-07-15 08:40:00,0.89833,0.89879,0.89744,0.89791,0
2025-07-15 08:45:00,0.89791,0.89806,0.89766,0.89781,0
2025-07-15 08:50:00,0.89781,0.89789,0.89731,0.89739,0
2025-07-15 08:55:00,0.89739,0.89794,0.89668,0.89724,0
2025-07-15 09:00:00,0.89724,0.89769,0.89716,0.89761,0
2025-07-15 09:05:00,0.89761,0.8981,0.89635,0.89684,0
2025-07-15 09:10:00,0.89684,0.89726,0.89661,0.89703,0
2025-07-15 09:15:00,0.89703,0.89771,0.89646,0.89714,0
2025-07-15 09:20:00,0.89714,0.89716,0.89685,0.89687,0
2025-07-15 09:25:00,0.89687,0.89771,0.89539,0.89622,0
2025-07-15 09:30:00,0.89622,0.89643,0.89605,0.89626,0
2025-07-15 09:35:00,0.89626,0.89653,0.89575,0.89602,0
2025-07-15 09:40:00,0.89602,0.89655,0.8956,0.89612,0
2025-07-15 09:45:00,0.89612,0.89695,0.89531,0.89613,0
2025-07-15 09:50:00,0.89613,0.89714,0.89585,0.89685,0
2025-07-15 09:55:00,0.89685,0.89697,0.89663,0.89674,0
2025-07-15 10:00:00,0.89674,0.89718,0.89585,0.89629,0
2025-07-15 10:05:00,0.89629,0.89661,0.89604,0.89637,0
2025-07-15 10:10:00,0.89637,0.89715,0.89568,0.89646,0
2025-07-15 10:15:00,0.89646,0.89762,0.89592,0.89707,0
2025-07-15 10:20:00,0.89707,0.89754,0.89698,0.89745,0
2025-07-15 10:25:00,0.89745,0.89777,0.89729,0.89761,0
2025-07-15 10:30:00,0.89761,0.89896,0.89692,0.89827,0
2025-07-15 10:35:00,0.89827,0.89864,0.89736,0.89773,0
2025-07-15 10:40:00,0.89773,0.89783,0.89735,0.89744,0
2025-07-15 10:45:00,0.89744,0.8977,0.89677,0.89703,0
2025-07-15 10:50:00,0.89703,0.89785,0.89603,0.89685,0
2025-07-15 10:55:00,0.89685,0.89698,0.89611,0.89624,0
2025-07-15 11:00:00,0.89624,0.89667,0.89609,0.89652,0
2025-07-15 11:05:00,0.89652,0.89656,0.89638,0.89642,0
2025-07-15 11:10:00,0.89642,0.89677,0.89542,0.89576,0
2025-07-15 11:15:00,0.89576,0.89596,0.89511,0.89531,0
2025-07-15 11:20:00,0.89531,0.89567,0.89509,0.89545,0
2025-07-15 11:25:00,0.89545,0.89619,0.89508,0.89582,0
2025-07-15 11:30:00,0.89582,0.89685,0.89569,0.89672,0
2025-07-15 11:35:00,0.89672,0.89874,0.896,0.89803,0
2025-07-15 11:40:00,0.89803,0.89864,0.8976,0.89821,0
2025-07-15 11:45:00,0.89821,0.89874,0.89724,0.89777,0
2025-07-15 11:50:00,0.89777,0.89791,0.89667,0.89681,0
2025-07-15 11:55:00,0.89681,0.8972,0.89654,0.89693,0
2025-07-15 12:00:00,0.89693,0.89699,0.89651,0.89657,0
2025-07-15 12:05:00,0.89657,0.89657,0.89638,0.89638,0
2025-07-15 12:10:00,0.89638,0.89664,0.89585,0.89611,0
2025-07-15 12:15:00,0.89611,0.89658,0.89557,0.89604,0
2025-07-15 12:20:00,0.89604,0.89682,0.89575,0.89652,0
2025-07-15 12:25:00,0.89652,0.89669,0.89643,0.89659,0
2025-07-15 12:30:00,0.89659,0.89663,0.89649,0.89652,0
2025-07-15 12:35:00,0.89652,0.89672,0.89586,0.89606,0
2025-07-15 12:40:00,0.89606,0.89649,0.89488,0.89531,0
2025-07-15 12:45:00,0.89531,0.89543,0.89496,0.89509,0
2025-07-15 12:50:00,0.89509,0.89547,0.89468,0.89506,0
2025-07-15 12:55:00,0.89506,0.89603,0.89489,0.89586,0
2025-07-15 13:00:00,0.89586,0.89596,0.89581,0.89591,0
2025-07-15 13:05:00,0.89591,0.89639,0.89588,0.89635,0
2025-07-15 13:10:00,0.89635,0.89665,0.89584,0.89613,0
2025-07-15 13:15:00,0.89613,0.89616,0.89558,0.8956,0
2025-07-15 13:20:00,0.8956,0.89604,0.89473,0.89517,0
2025-07-15 13:25:00,0.89517,0.89521,0.8948,0.89484,0
2025-07-15 13:30:00,0.89484,0.89611,0.89453,0.8958,0
2025-07-15 13:35:00,0.8958,0.89597,0.89526,0.89543,0
2025-07-15 13:40:00,0.89543,0.89587,0.89536,0.8958,0
2025-07-15 13:45:00,0.8958,0.89594,0.89527,0.8954,0
2025-07-15 13:50:00,0.8954,0.89599,0.89523,0.89582,0
2025-07-15 13:55:00,0.89582,0.89617,0.89563,0.89599,0
2025-07-15 14:00:00,0.89599,0.8963,0.89561,0.89592,0
2025-07-15 14:05:00,0.89592,0.89642,0.8954,0.8959,0
2025-07-15 14:10:00,0.8959,0.89625,0.89526,0.89561,0
2025-07-15 14:15:00,0.89561,0.89613,0.89528,0.89581,0
2025-07-15 14:20:00,0.89581,0.89612,0.89529,0.8956,0
2025-07-15 14:25:00,0.8956,0.89563,0.89503,0.89506,0
2025-07-15 14:30:00,0.89506,0.89521,0.89433,0.89448,0
2025-07-15 14:35:00,0.89448,0.89496,0.89409,0.89456,0
2025-07-15 14:40:00,0.89456,0.89542,0.89441,0.89527,0
2025-07-15 14:45:00,0.89527,0.8955,0.8951,0.89534,0
2025-07-15 14:50:00,0.89534,0.89557,0.89505,0.89529,0
2025-07-15 14:55:00,0.89529,0.89552,0.89518,0.89541,0
2025-07-15 15:00:00,0.89541,0.89641,0.895,0.896,0
2025-07-15 15:05:00,0.896,0.89617,0.89593,0.8961,0
2025-07-15 15:10:00,0.8961,0.89696,0.89505,0.89591,0
2025-07-15 15:15:00,0.89591,0.89647,0.89585,0.89641,0
2025-07-15 15:20:00,0.89641,0.8967,0.89631,0.8966,0
2025-07-15 15:25:00,0.8966,0.89729,0.8966,0.89729,0
2025-07-15 15:30:00,0.89729,0.89746,0.8972,0.89737,0
2025-07-15 15:35:00,0.89737,0.89752,0.89667,0.89682,0
2025-07-15 15:40:00,0.89682,0.89755,0.89548,0.89621,0
2025-07-15 15:45:00,0.89621,0.89725,0.89591,0.89695,0
2025-07-15 15:50:00,0.89695,0.89802,0.89665,0.89772,0
2025-07-15 15:55:00,0.89772,0.8978,0.89757,0.89764,0
2025-07-15 16:00:00,0.89764,0.89819,0.89692,0.89747,0
2025-07-15 16:05:00,0.89747,0.8984,0.8972,0.89813,0
2025-07-15 16:10:00,0.89813,0.89857,0.89719,0.89763,0
2025-07-15 16:15:00,0.89763,0.89793,0.89693,0.89723,0
2025-07-15 16:20:00,0.89723,0.89752,0.89722,0.89752,0
2025-07-15 16:25:00,0.89752,0.89812,0.89674,0.89734,0
2025-07-15 16:30:00,0.89734,0.89778,0.8969,0.89734,0
2025-07-15 16:35:00,0.89734,0.8977,0.8969,0.89726,0
2025-07-15 16:40:00,0.89726,0.89758,0.8971,0.89742,0
2025-07-15 16:45:00,0.89742,0.89843,0.89703,0.89805,0
2025-07-15 16:50:00,0.89805,0.89817,0.89797,0.89809,0
2025-07-15 16:55:00,0.89809,0.89856,0.8979,0.89838,0
2025-07-15 17:00:00,0.89838,0.89854,0.89729,0.89746,0
2025-07-15 17:05:00,0.89746,0.89772,0.89718,0.89743,0
2025-07-15 17:10:00,0.89743,0.89784,0.89665,0.89706,0
2025-07-15 17:15:00,0.89706,0.89737,0.89619,0.89651,0
2025-07-15 17:20:00,0.89651,0.89656,0.89606,0.89612,0
2025-07-15 17:25:00,0.89612,0.89646,0.89563,0.89597,0
2025-07-15 17:30:00,0.89597,0.89681,0.89553,0.89638,0
2025-07-15 17:35:00,0.89638,0.89661,0.89555,0.89578,0
2025-07-15 17:40:00,0.89578,0.89612,0.89545,0.8958,0
2025-07-15 17:45:00,0.8958,0.89607,0.8953,0.89558,0
2025-07-15 17:50:00,0.89558,0.89622,0.89479,0.89543,0
2025-07-15 17:55:00,0.89543,0.89628,0.89504,0.89588,0
2025-07-15 18:00:00,0.89588,0.89659,0.89542,0.89612,0
2025-07-15 18:05:00,0.89612,0.89695,0.89589,0.89672,0
2025-07-15 18:10:00,0.89672,0.89743,0.89595,0.89665,0
2025-07-15 18:15:00,0.89665,0.89686,0.89613,0.89634,0
2025-07-15 18:20:00,0.89634,0.8967,0.89589,0.89624,0
2025-07-15 18:25:00,0.89624,0.89653,0.89606,0.89635,0
2025-07-15 18:30:00,0.89635,0.8967,0.89608,0.89643,0
2025-07-15 18:35:00,0.89643,0.8968,0.89557,0.89594,0
2025-07-15 18:40:00,0.89594,0.89601,0.89592,0.89598,0
2025-07-15 18:45:00,0.89598,0.8961,0.89597,0.89609,0
2025-07-15 18:50:00,0.89609,0.89748,0.89582,0.89721,0
2025-07-15 18:55:00,0.89721,0.8981,0.89717,0.89806,0
2025-07-15 19:00:00,0.89806,0.89851,0.89722,0.89767,0
2025-07-15 19:05:00,0.89767,0.89796,0.89726,0.89754,0
2025-07-15 19:10:00,0.89754,0.89763,0.89681,0.89689,0
2025-07-15 19:15:00,0.89689,0.89731,0.8962,0.89662,0
2025-07-15 19:20:00,0.89662,0.89733,0.89606,0.89676,0
2025-07-15 19:25:00,0.89676,0.89758,0.89649,0.89731,0
2025-07-15 19:30:00,0.89731,0.89741,0.89688,0.89698,0
2025-07-15 19:35:00,0.89698,0.89724,0.89642,0.89668,0
2025-07-15 19:40:00,0.89668,0.89692,0.89549,0.89572,0
2025-07-15 19:45:00,0.89572,0.89578,0.8956,0.89565,0
2025-07-15 19:50:00,0.89565,0.89594,0.89489,0.89517,0
2025-07-15 19:55:00,0.89517,0.89561,0.8945,0.89494,0
2025-07-15 20:00:00,0.89494,0.89505,0.89443,0.89455,0
2025-07-15 20:05:00,0.89455,0.89461,0.89444,0.8945,0
2025-07-15 20:10:00,0.8945,0.89474,0.89348,0.89372,0
2025-07-15 20:15:00,0.89372,0.89391,0.89287,0.89306,0
2025-07-15 20:20:00,0.89306,0.8941,0.89298,0.89401,0
2025-07-15 20:25:00,0.89401,0.89421,0.89324,0.89344,0
2025-07-15 20:30:00,0.89344,0.89345,0.89293,0.89295,0
2025-07-15 20:35:00,0.89295,0.89391,0.8928,0.89377,0
2025-07-15 20:40:00,0.89377,0.89532,0.89351,0.89507,0
2025-07-15 20:45:00,0.89507,0.8952,0.89441,0.89454,0
2025-07-15 20:50:00,0.89454,0.89478,0.89414,0.89438,0
2025-07-15 20:55:00,0.89438,0.89477,0.89414,0.89453,0
2025-07-15 21:00:00,0.89453,0.89532,0.89451,0.89531,0
2025-07-15 21:05:00,0.89531,0.89552,0.89465,0.89486,0
2025-07-15 21:10:00,0.89486,0.89505,0.89457,0.89475,0
2025-07-15 21:15:00,0.89475,0.8955,0.89436,0.8951,0
2025-07-15 21:20:00,0.8951,0.89574,0.89466,0.8953,0
2025-07-15 21:25:00,0.8953,0.89567,0.89475,0.89513,0
2025-07-15 21:30:00,0.89513,0.89532,0.89488,0.89507,0
2025-07-15 21:35:00,0.89507,0.89576,0.89376,0.89445,0
2025-07-15 21:40:00,0.89445,0.89452,0.89428,0.89435,0
2025-07-15 21:45:00,0.89435,0.89541,0.89317,0.89423,0
2025-07-15 21:50:00,0.89423,0.89441,0.89415,0.89433,0
2025-07-15 21:55:00,0.89433,0.89442,0.89399,0.89408,0
2025-07-15 22:00:00,0.89408,0.89443,0.89394,0.89429,0
2025-07-15 22:05:00,0.89429,0.89488,0.89416,0.89475,0
2025-07-15 22:10:00,0.89475,0.89511,0.89445,0.89482,0
2025-07-15 22:15:00,0.89482,0.89501,0.89478,0.89497,0
2025-07-15 22:20:00,0.89497,0.89562,0.89435,0.895,0
2025-07-15 22:25:00,0.895,0.89508,0.89491,0.895,0
2025-07-15 22:30:00,0.895,0.89509,0.89458,0.89467,0
2025-07-15 22:35:00,0.89467,0.89513,0.89436,0.89482,0
2025-07-15 22:40:00,0.89482,0.89496,0.89463,0.89477,0
2025-07-15 22:45:00,0.89477,0.89576,0.89473,0.89571,0
2025-07-15 22:50:00,0.89571,0.89663,0.8955,0.89641,0
2025-07-15 22:55:00,0.89641,0.89686,0.89614,0.89659,0
2025-07-15 23:00:00,0.89659,0.89752,0.89531,0.89625,0
2025-07-15 23:05:00,0.89625,0.89634,0.89565,0.89575,0
2025-07-15 23:10:00,0.89575,0.89679,0.89524,0.89628,0
2025-07-15 23:15:00,0.89628,0.89664,0.89604,0.8964,0
2025-07-15 23:20:00,0.8964,0.89663,0.89638,0.89661,0
2025-07-15 23:25:00,0.89661,0.8968,0.89564,0.89583,0
2025-07-15 23:30:00,0.89583,0.89644,0.89564,0.89625,0
2025-07-15 23:35:00,0.89625,0.89669,0.89601,0.89645,0
2025-07-15 23:40:00,0.89645,0.89668,0.89573,0.89595,0
2025-07-15 23:45:00,0.89595,0.89607,0.89562,0.89574,0
2025-07-15 23:50:00,0.89574,0.89617,0.89544,0.89586,0
2025-07-15 23:55:00,0.89586,0.8961,0.89564,0.89588,0
2025-07-16 00:00:00,0.89588,0.8962,0.89543,0.89575,0
2025-07-16 00:05:00,0.89575,0.89617,0.89529,0.89571,0
2025-07-16 00:10:00,0.89571,0.89608,0.89522,0.89559,0
2025-07-16 00:15:00,0.89559,0.8959,0.89535,0.89566,0
2025-07-16 00:20:00,0.89566,0.89666,0.89532,0.89632,0
2025-07-16 00:25:00,0.89632,0.89633,0.89516,0.89517,0
2025-07-16 00:30:00,0.89517,0.89544,0.89479,0.89507,0
2025-07-16 00:35:00,0.89507,0.89576,0.89445,0.89514,0
2025-07-16 00:40:00,0.89514,0.89558,0.89484,0.89528,0
2025-07-16 00:45:00,0.89528,0.89534,0.89505,0.89511,0
2025-07-16 00:50:00,0.89511,0.89533,0.89411,0.89432,0
2025-07-16 00:55:00,0.89432,0.8946,0.89419,0.89447,0
2025-07-16 01:00:00,0.89447,0.89559,0.89413,0.89524,0
2025-07-16 01:05:00,0.89524,0.89577,0.89403,0.89456,0
2025-07-16 01:10:00,0.89456,0.89519,0.89431,0.89494,0
2025-07-16 01:15:00,0.89494,0.89514,0.8946,0.8948,0
2025-07-16 01:20:00,0.8948,0.89504,0.89453,0.89477,0
2025-07-16 01:25:00,0.89477,0.89525,0.89382,0.8943,0
2025-07-16 01:30:00,0.8943,0.89464,0.89381,0.89415,0
2025-07-16 01:35:00,0.89415,0.89498,0.8939,0.89473,0
2025-07-16 01:40:00,0.89473,0.89512,0.89461,0.89499,0
2025-07-16 01:45:00,0.89499,0.89624,0.89451,0.89577,0
2025-07-16 01:50:00,0.89577,0.89679,0.89527,0.89629,0
2025-07-16 01:55:00,0.89629,0.89678,0.89601,0.89649,0
2025-07-16 02:00:00,0.89649,0.8973,0.89646,0.89727,0
2025-07-16 02:05:00,0.89727,0.89788,0.89686,0.89747,0
2025-07-16 02:10:00,0.89747,0.89788,0.89743,0.89784,0
2025-07-16 02:15:00,0.89784,0.89821,0.89734,0.89771,0
2025-07-16 02:20:00,0.89771,0.89819,0.89725,0.89774,0
2025-07-16 02:25:00,0.89774,0.89781,0.89735,0.89743,0
2025-07-16 02:30:00,0.89743,0.89823,0.89707,0.89787,0
2025-07-16 02:35:00,0.89787,0.89802,0.89719,0.89734,0
2025-07-16 02:40:00,0.89734,0.89789,0.89714,0.89769,0
2025-07-16 02:45:00,0.89769,0.8981,0.8972,0.89761,0
2025-07-16 02:50:00,0.89761,0.89824,0.8975,0.89813,0
2025-07-16 02:55:00,0.89813,0.89886,0.89775,0.89847,0
2025-07-16 03:00:00,0.89847,0.89944,0.89832,0.89929,0
2025-07-16 03:05:00,0.89929,0.89974,0.89917,0.89962,0
2025-07-16 03:10:00,0.89962,0.89978,0.89874,0.89891,0
2025-07-16 03:15:00,0.89891,0.89902,0.89877,0.89888,0
2025-07-16 03:20:00,0.89888,0.89924,0.898,0.89835,0
2025-07-16 03:25:00,0.89835,0.89855,0.89793,0.89812,0
2025-07-16 03:30:00,0.89812,0.89881,0.89811,0.8988,0
2025-07-16 03:35:00,0.8988,0.89911,0.89878,0.89909,0
2025-07-16 03:40:00,0.89909,0.89933,0.89853,0.89877,0
2025-07-16 03:45:00,0.89877,0.89913,0.89796,0.89832,0
2025-07-16 03:50:00,0.89832,0.89869,0.89796,0.89833,0
2025-07-16 03:55:00,0.89833,0.89849,0.89762,0.89778,0
2025-07-16 04:00:00,0.89778,0.89825,0.89702,0.89748,0
2025-07-16 04:05:00,0.89748,0.89805,0.89706,0.89762,0
2025-07-16 04:10:00,0.89762,0.89892,0.89684,0.89814,0
2025-07-16 04:15:00,0.89814,0.89877,0.89779,0.89842,0
2025-07-16 04:20:00,0.89842,0.89892,0.89689,0.89739,0
2025-07-16 04:25:00,0.89739,0.89755,0.89736,0.89752,0
2025-07-16 04:30:00,0.89752,0.89814,0.89694,0.89756,0
2025-07-16 04:35:00,0.89756,0.89839,0.89691,0.89774,0
2025-07-16 04:40:00,0.89774,0.89856,0.89765,0.89847,0
2025-07-16 04:45:00,0.89847,0.89867,0.89733,0.89754,0
2025-07-16 04:50:00,0.89754,0.89786,0.89696,0.89728,0
2025-07-16 04:55:00,0.89728,0.89756,0.89725,0.89754,0
2025-07-16 05:00:00,0.89754,0.89776,0.89662,0.89683,0
2025-07-16 05:05:00,0.89683,0.898,0.89632,0.89749,0
2025-07-16 05:10:00,0.89749,0.89782,0.89734,0.89766,0
2025-07-16 05:15:00,0.89766,0.89857,0.89713,0.89804,0
2025-07-16 05:20:00,0.89804,0.89842,0.89741,0.89778,0
2025-07-16 05:25:00,0.89778,0.89845,0.89748,0.89815,0
2025-07-16 05:30:00,0.89815,0.8988,0.89798,0.89863,0
2025-07-16 05:35:00,0.89863,0.89892,0.89844,0.89873,0
2025-07-16 05:40:00,0.89873,0.89922,0.89835,0.89884,0
2025-07-16 05:45:00,0.89884,0.89922,0.89858,0.89896,0
2025-07-16 05:50:00,0.89896,0.89928,0.89825,0.89857,0
2025-07-16 05:55:00,0.89857,0.89897,0.8981,0.89851,0
2025-07-16 06:00:00,0.89851,0.89889,0.89805,0.89844,0
2025-07-16 06:05:00,0.89844,0.89891,0.89814,0.89861,0
2025-07-16 06:10:00,0.89861,0.89915,0.89852,0.89906,0
2025-07-16 06:15:00,0.89906,0.89915,0.89849,0.89858,0
2025-07-16 06:20:00,0.89858,0.89875,0.89836,0.89853,0
2025-07-16 06:25:00,0.89853,0.89931,0.89841,0.89919,0
2025-07-16 06:30:00,0.89919,0.89949,0.89856,0.89886,0
2025-07-16 06:35:00,0.89886,0.89933,0.89802,0.89849,0
2025-07-16 06:40:00,0.89849,0.89888,0.89818,0.89858,0
2025-07-16 06:45:00,0.89858,0.89902,0.89851,0.89896,0
2025-07-16 06:50:00,0.89896,0.89937,0.89856,0.89896,0
2025-07-16 06:55:00,0.89896,0.89958,0.89895,0.89956,0
2025-07-16 07:00:00,0.89956,0.90044,0.89907,0.89995,0
2025-07-16 07:05:00,0.89995,0.90066,0.89961,0.90033,0
2025-07-16 07:10:00,0.90033,0.9007,0.9002,0.90058,0
2025-07-16 07:15:00,0.90058,0.90174,0.90046,0.90162,0
2025-07-16 07:20:00,0.90162,0.90185,0.9013,0.90153,0
2025-07-16 07:25:00,0.90153,0.90211,0.90005,0.90063,0
2025-07-16 07:30:00,0.90063,0.90166,0.90032,0.90135,0
2025-07-16 07:35:00,0.90135,0.90147,0.90103,0.90115,0
2025-07-16 07:40:00,0.90115,0.90123,0.90111,0.90119,0
2025-07-16 07:45:00,0.90119,0.90217,0.90081,0.90178,0
2025-07-16 07:50:00,0.90178,0.9019,0.90095,0.90106,0
2025-07-16 07:55:00,0.90106,0.90163,0.89993,0.9005,0
2025-07-16 08:00:00,0.9005,0.90067,0.89961,0.89978,0
2025-07-16 08:05:00,0.89978,0.89992,0.89928,0.89942,0
2025-07-16 08:10:00,0.89942,0.90058,0.89846,0.89962,0
2025-07-16 08:15:00,0.89962,0.89987,0.8996,0.89985,0
2025-07-16 08:20:00,0.89985,0.90009,0.89974,0.89998,0
2025-07-16 08:25:00,0.89998,0.90026,0.89906,0.89934,0
2025-07-16 08:30:00,0.89934,0.89972,0.89793,0.8983,0
2025-07-16 08:35:00,0.8983,0.89844,0.89819,0.89833,0
2025-07-16 08:40:00,0.89833,0.89839,0.89805,0.89812,0
2025-07-16 08:45:00,0.89812,0.89846,0.89798,0.89832,0
2025-07-16 08:50:00,0.89832,0.89931,0.89765,0.89864,0
2025-07-16 08:55:00,0.89864,0.8991,0.89824,0.8987,0
2025-07-16 09:00:00,0.8987,0.89938,0.89836,0.89904,0
2025-07-16 09:05:00,0.89904,0.89988,0.8983,0.89915,0
2025-07-16 09:10:00,0.89915,0.89965,0.89888,0.89938,0
